Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
10/8/2020,ID-MA,Maluku,94,0,32,62,3272,41,2014,1217,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,50.89,1771.43,0.00,22.20,1.25%,61.55%,1.96,1.00
10/8/2020,ID-MU,Maluku Utara,5,0,0,5,2082,74,1831,177,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,3.82,1591.98,0.00,56.58,3.55%,87.94%,,1.00
10/8/2020,ID-NB,Nusa Tenggara Barat,14,0,13,1,3485,203,2770,512,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.66,661.26,0.00,38.52,5.82%,79.48%,2.00,1.00
10/8/2020,ID-NT,Nusa Tenggara Timur,47,1,7,39,532,7,343,182,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,8.69,98.31,0.18,1.29,1.32%,64.47%,2.61,
10/8/2020,ID-PA,Papua,98,1,47,50,7312,107,4158,3047,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,22.58,1684.66,0.23,24.65,1.46%,56.87%,0.70,
10/8/2020,ID-PB,Papua Barat,210,0,7,203,2754,39,1394,1321,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,184.10,2414.30,0.00,34.19,1.42%,50.62%,3.04,0.00
10/8/2020,ID-RI,Riau,246,3,94,149,9229,202,5791,3236,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,40.50,1519.40,0.49,33.26,2.19%,62.75%,1.65,1.50
10/8/2020,ID-SR,Sulawesi Barat,6,0,6,0,868,11,484,373,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,3.85,556.42,0.00,7.05,1.27%,55.76%,0.30,1.00
10/8/2020,ID-SN,Sulawesi Selatan,199,2,126,71,16240,429,13559,2252,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,21.11,1722.73,0.21,45.51,2.64%,83.49%,1.51,
10/8/2020,ID-ST,Sulawesi Tengah,14,1,7,6,528,21,335,172,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,4.74,178.65,0.34,7.11,3.98%,63.45%,0.61,1.00
10/8/2020,ID-SG,Sulawesi Tenggara,100,0,34,66,3356,64,2215,1077,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,37.94,1273.40,0.00,24.28,1.91%,66.00%,1.05,0.00
10/8/2020,ID-SA,Sulawesi Utara,32,0,23,9,4684,179,3840,665,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,12.11,1772.98,0.00,67.75,3.82%,81.98%,1.45,0.00
10/8/2020,ID-SB,Sumatera Barat,201,4,142,55,7823,162,4386,3275,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,36.42,1417.40,0.72,29.35,2.07%,56.07%,1.04,0.44
10/8/2020,ID-SS,Sumatera Selatan,83,3,151,-71,6614,367,4937,1310,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,10.10,804.86,0.37,44.66,5.55%,74.64%,0.73,1.50
10/8/2020,ID-SU,Sumatera Utara,99,7,189,-97,11064,460,8236,2368,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.66,743.80,0.47,30.92,4.16%,74.44%,1.03,1.40
10/9/2020,ID-AC,Aceh,123,2,93,28,5546,206,3585,1755,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,23.44,1056.93,0.38,39.26,3.71%,64.64%,0.73,
10/9/2020,ID-BA,Bali,138,4,138,-4,9896,317,8455,1124,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,32.73,2347.15,0.95,75.19,3.20%,85.44%,1.29,0.57
10/9/2020,ID-BT,Banten,141,0,86,55,6702,197,4853,1652,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,13.15,625.05,0.00,18.37,2.94%,72.41%,1.16,0.00
10/9/2020,ID-BE,Bengkulu,11,1,14,-4,785,39,585,161,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,5.50,392.59,0.50,19.50,4.97%,74.52%,0.92,
10/9/2020,ID-JK,DKI Jakarta,943,21,848,74,84315,1855,69087,13373,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,86.94,7773.73,1.94,171.03,2.20%,81.94%,0.80,1.24
10/9/2020,ID-YO,Daerah Istimewa Yogyakarta,56,2,31,23,2960,78,2223,659,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,15.42,815.20,0.55,21.48,2.64%,75.10%,1.10,2.00
10/9/2020,ID-GO,Gorontalo,2,0,106,-104,2933,78,2554,301,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,1.69,2484.22,0.00,66.07,2.66%,87.08%,0.22,0.00
10/9/2020,IDN,Indonesia,4094,97,3607,390,324658,11677,247667,65314,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,15.44,1224.27,0.37,44.03,3.60%,76.29%,0.84,0.90
10/9/2020,ID-JA,Jambi,45,2,5,38,761,16,321,424,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,12.88,217.84,0.57,4.58,2.10%,42.18%,0.98,
10/9/2020,ID-JB,Jawa Barat,501,2,550,-51,26724,527,16510,9687,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,11.09,591.75,0.04,11.67,1.97%,61.78%,0.85,0.67
10/9/2020,ID-JT,Jawa Tengah,412,10,201,201,25677,1482,18079,6116,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,11.33,706.11,0.27,40.75,5.77%,70.41%,1.18,1.11
10/9/2020,ID-JI,Jawa Timur,311,20,305,-14,46405,3401,39915,3089,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.68,1146.40,0.49,84.02,7.33%,86.01%,0.90,0.83
10/9/2020,ID-KB,Kalimantan Barat,28,0,30,-2,1136,9,909,218,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,5.16,209.49,0.00,1.66,0.79%,80.02%,2.15,1.00
10/9/2020,ID-KS,Kalimantan Selatan,81,1,142,-62,10897,439,9505,953,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,20.13,2708.64,0.25,109.12,4.03%,87.23%,1.93,0.20
10/9/2020,ID-KT,Kalimantan Tengah,24,0,8,16,3890,139,3149,602,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,9.34,1513.45,0.00,54.08,3.57%,80.95%,2.18,0.00
10/9/2020,ID-KI,Kalimantan Timur,135,10,182,-57,10338,404,7219,2715,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,38.00,2910.32,2.82,113.73,3.91%,69.83%,0.57,0.91
10/9/2020,ID-KU,Kalimantan Utara,3,0,4,-1,632,5,559,68,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,4.63,974.70,0.00,7.71,0.79%,88.45%,0.50,1.00
10/9/2020,ID-BB,Kepulauan Bangka Belitung,14,0,2,12,454,6,333,115,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,10.15,329.04,0.00,4.35,1.32%,73.35%,7.00,1.00
10/9/2020,ID-KR,Kepulauan Riau,0,0,0,0,2451,60,1821,570,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,1270.34,0.00,31.10,2.45%,74.30%,0.00,0.00
10/9/2020,ID-LA,Lampung,0,1,17,-18,1089,39,765,285,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,119.73,0.11,4.29,3.58%,70.25%,0.00,
10/9/2020,ID-MA,Maluku,0,0,0,0,3272,41,2014,1217,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,1771.43,0.00,22.20,1.25%,61.55%,0.00,1.00
10/9/2020,ID-MU,Maluku Utara,0,0,33,-33,2082,74,1864,144,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,1591.98,0.00,56.58,3.55%,89.53%,0.00,1.00
10/9/2020,ID-NB,Nusa Tenggara Barat,28,2,22,4,3513,205,2792,516,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,5.31,666.57,0.38,38.90,5.84%,79.48%,2.00,
10/9/2020,ID-NT,Nusa Tenggara Timur,19,0,6,13,551,7,349,195,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,3.51,101.82,0.00,1.29,1.27%,63.34%,0.40,0.00
10/9/2020,ID-PA,Papua,116,0,0,116,7428,107,4158,3163,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,26.73,1711.38,0.00,24.65,1.44%,55.98%,1.18,0.00
10/9/2020,ID-PB,Papua Barat,100,0,87,13,2854,39,1481,1334,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,87.67,2501.97,0.00,34.19,1.37%,51.89%,0.48,1.00
10/9/2020,ID-RI,Riau,204,6,66,132,9433,208,5857,3368,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,33.59,1552.99,0.99,34.24,2.21%,62.09%,0.83,2.00
10/9/2020,ID-SR,Sulawesi Barat,10,0,8,2,878,11,492,375,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,6.41,562.83,0.00,7.05,1.25%,56.04%,1.67,1.00
10/9/2020,ID-SN,Sulawesi Selatan,107,2,120,-15,16347,431,13679,2237,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,11.35,1734.08,0.21,45.72,2.64%,83.68%,0.54,1.00
10/9/2020,ID-ST,Sulawesi Tengah,11,0,20,-9,539,21,355,163,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,3.72,182.37,0.00,7.11,3.90%,65.86%,0.79,0.00
10/9/2020,ID-SG,Sulawesi Tenggara,63,1,71,-9,3419,65,2286,1068,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,23.90,1297.31,0.38,24.66,1.90%,66.86%,0.63,
10/9/2020,ID-SA,Sulawesi Utara,18,1,35,-18,4702,180,3875,647,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,6.81,1779.79,0.38,68.13,3.83%,82.41%,0.56,
10/9/2020,ID-SB,Sumatera Barat,295,4,167,124,8118,166,4553,3399,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,53.45,1470.85,0.72,30.08,2.04%,56.09%,1.47,1.00
10/9/2020,ID-SS,Sumatera Selatan,63,3,65,-5,6677,370,5002,1305,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,7.67,812.53,0.37,45.03,5.54%,74.91%,0.76,1.00
10/9/2020,ID-SU,Sumatera Utara,95,2,163,-70,11159,462,8399,2298,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.39,750.19,0.13,31.06,4.14%,75.27%,0.96,0.29
10/10/2020,ID-AC,Aceh,98,2,1,95,5644,208,3586,1850,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,18.68,1075.61,0.38,39.64,3.69%,63.54%,0.80,1.00
10/10/2020,ID-BA,Bali,131,3,143,-15,10027,320,8598,1109,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,31.07,2378.22,0.71,75.90,3.19%,85.75%,0.95,0.75
10/10/2020,ID-BT,Banten,171,3,89,79,6873,200,4942,1731,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,15.95,641.00,0.28,18.65,2.91%,71.90%,1.21,
10/10/2020,ID-BE,Bengkulu,11,0,25,-14,796,39,610,147,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,5.50,398.09,0.00,19.50,4.90%,76.63%,1.00,0.00
10/10/2020,ID-JK,DKI Jakarta,1259,16,1280,-37,85574,1871,70367,13336,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,116.08,7889.81,1.48,172.50,2.19%,82.23%,1.34,0.76
10/10/2020,ID-YO,Daerah Istimewa Yogyakarta,69,0,13,56,3029,78,2236,715,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,19.00,834.20,0.00,21.48,2.58%,73.82%,1.23,0.00
10/10/2020,ID-GO,Gorontalo,7,0,27,-20,2940,78,2581,281,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.93,2490.15,0.00,66.07,2.65%,87.79%,3.50,1.00
10/10/2020,IDN,Indonesia,4294,88,3814,392,328952,11765,251481,65706,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,16.19,1240.46,0.33,44.37,3.58%,76.45%,1.05,0.91
10/10/2020,ID-JA,Jambi,30,0,1,29,791,16,322,453,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,8.59,226.43,0.00,4.58,2.02%,40.71%,0.67,0.00
10/10/2020,ID-JB,Jawa Barat,268,1,391,-124,26992,528,16901,9563,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,5.93,597.68,0.02,11.69,1.96%,62.61%,0.53,0.50
10/10/2020,ID-JT,Jawa Tengah,409,17,271,121,26086,1499,18350,6237,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,11.25,717.36,0.47,41.22,5.75%,70.34%,0.99,1.70
10/10/2020,ID-JI,Jawa Timur,310,10,305,-5,46715,3411,40220,3084,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.66,1154.05,0.25,84.27,7.30%,86.10%,1.00,0.50
10/10/2020,ID-KB,Kalimantan Barat,80,0,7,73,1216,9,916,291,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,14.75,224.24,0.00,1.66,0.74%,75.33%,2.86,1.00
10/10/2020,ID-KS,Kalimantan Selatan,53,1,22,30,10950,440,9527,983,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,13.17,2721.82,0.25,109.37,4.02%,87.00%,0.65,1.00
10/10/2020,ID-KT,Kalimantan Tengah,17,2,18,-3,3907,141,3167,599,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,6.61,1520.06,0.78,54.86,3.61%,81.06%,0.71,
10/10/2020,ID-KI,Kalimantan Timur,131,6,134,-9,10469,410,7353,2706,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,36.88,2947.20,1.69,115.42,3.92%,70.24%,0.97,0.60
10/10/2020,ID-KU,Kalimantan Utara,5,0,7,-2,637,5,566,66,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,7.71,982.41,0.00,7.71,0.78%,88.85%,1.67,1.00
10/10/2020,ID-BB,Kepulauan Bangka Belitung,7,0,23,-16,461,6,356,99,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,5.07,334.11,0.00,4.35,1.30%,77.22%,0.50,1.00
10/10/2020,ID-KR,Kepulauan Riau,75,0,133,-58,2526,60,1954,512,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,38.87,1309.22,0.00,31.10,2.38%,77.36%,,1.00
10/10/2020,ID-LA,Lampung,31,2,3,26,1120,41,768,311,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,3.41,123.14,0.22,4.51,3.66%,68.57%,,2.00
10/10/2020,ID-MA,Maluku,122,1,25,96,3394,42,2039,1313,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,66.05,1837.48,0.54,22.74,1.24%,60.08%,,
10/10/2020,ID-MU,Maluku Utara,7,0,0,7,2089,74,1864,151,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,5.35,1597.34,0.00,56.58,3.54%,89.23%,,1.00
10/10/2020,ID-NB,Nusa Tenggara Barat,7,1,7,-1,3520,206,2799,515,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,1.33,667.90,0.19,39.09,5.85%,79.52%,0.25,0.50
10/10/2020,ID-NT,Nusa Tenggara Timur,7,0,3,4,558,7,352,199,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.29,103.12,0.00,1.29,1.25%,63.08%,0.37,1.00
10/10/2020,ID-PA,Papua,44,3,50,-9,7472,110,4208,3154,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,10.14,1721.52,0.69,25.34,1.47%,56.32%,0.38,
10/10/2020,ID-PB,Papua Barat,37,1,19,17,2891,40,1500,1351,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,32.44,2534.41,0.88,35.07,1.38%,51.89%,0.37,
10/10/2020,ID-RI,Riau,231,10,142,79,9664,218,5999,3447,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,38.03,1591.02,1.65,35.89,2.26%,62.08%,1.13,1.67
10/10/2020,ID-SR,Sulawesi Barat,1,0,148,-147,879,11,640,228,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,563.47,0.00,7.05,1.25%,72.81%,0.10,1.00
10/10/2020,ID-SN,Sulawesi Selatan,148,2,111,35,16495,433,13790,2272,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,15.70,1749.78,0.21,45.93,2.63%,83.60%,1.38,1.00
10/10/2020,ID-ST,Sulawesi Tengah,13,0,14,-1,552,21,369,162,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,4.40,186.77,0.00,7.11,3.80%,66.85%,1.18,1.00
10/10/2020,ID-SG,Sulawesi Tenggara,58,0,56,2,3477,65,2342,1070,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,22.01,1319.31,0.00,24.66,1.87%,67.36%,0.92,0.00
10/10/2020,ID-SA,Sulawesi Utara,41,0,27,14,4743,180,3902,661,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,15.52,1795.31,0.00,68.13,3.80%,82.27%,2.28,0.00
10/10/2020,ID-SB,Sumatera Barat,243,5,134,104,8361,171,4687,3503,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,44.03,1514.88,0.91,30.98,2.05%,56.06%,0.82,1.25
10/10/2020,ID-SS,Sumatera Selatan,66,1,73,-8,6743,371,5075,1297,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.03,820.56,0.12,45.15,5.50%,75.26%,1.05,0.33
10/10/2020,ID-SU,Sumatera Utara,88,0,149,-61,11247,462,8548,2237,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.92,756.11,0.00,31.06,4.11%,76.00%,0.93,0.00
10/11/2020,ID-AC,Aceh,123,1,0,122,5767,209,3586,1972,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,23.44,1099.05,0.19,39.83,3.62%,62.18%,1.26,0.50
10/11/2020,ID-BA,Bali,107,1,98,8,10134,321,8696,1117,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,25.38,2403.60,0.24,76.14,3.17%,85.81%,0.82,0.33
10/11/2020,ID-BT,Banten,106,3,86,17,6979,203,5028,1748,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,9.89,650.88,0.28,18.93,2.91%,72.04%,0.62,1.00
10/11/2020,ID-BE,Bengkulu,7,1,30,-24,803,40,640,123,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,3.50,401.59,0.50,20.00,4.98%,79.70%,0.64,
10/11/2020,ID-JK,DKI Jakarta,1389,18,1061,310,86963,1889,71428,13646,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,128.06,8017.87,1.66,174.16,2.17%,82.14%,1.10,1.13
10/11/2020,ID-YO,Daerah Istimewa Yogyakarta,35,1,37,-3,3064,79,2273,712,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,9.64,843.84,0.28,21.76,2.58%,74.18%,0.51,
10/11/2020,ID-GO,Gorontalo,7,0,36,-29,2947,78,2617,252,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.93,2496.08,0.00,66.07,2.65%,88.80%,1.00,1.00
10/11/2020,IDN,Indonesia,4497,79,3546,872,333449,11844,255027,66578,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,16.96,1257.42,0.30,44.66,3.55%,76.48%,1.05,0.90
